,Questions,Answers,Label
688,what is the result of withdrawl of the senses for meditation?,"when the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (pratyahara*) happens. ",0
689,what is the fruit of withdrawl of the senses for meditation?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
690,what is the marker for success in withdrawl of the senses for meditation?,"when the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (pratyahara*) happens. ",0
691,how to focus?,concentration/attention is focusing on a single place.,0
692,how to concentrate?,concentration/attention is focusing on a single place.,0
693,what is concentration?,concentration/attention is focusing on a single place.,0
694,what is focus?,concentration/attention is focusing on a single place.,0
695,what actually happens in meditation?,"in meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",0
696,how do we know we are meditating?,"in meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",0
697,how to know one has succeeded in developing focus or concentration?,concentration/attention is focusing on a single place.,0
698,what is the sign of success in developing focus or concentration?,concentration/attention is focusing on a single place.,0
699,how to develop single pointedness?,"in the state of liberation (samadhi parinama*), the chitta eliminates multi-pointedness and develops one-pointedness.",0
700,how to acheive shunyata?,"through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",0
701,what is samyama?,"the concepts of word, meaning, and perception are often intertwined, creating confusion between them. however, by paying attention to the differences between them through perfect discipline (samyama*), one can gain insights into the sounds of all living beings.",0
702,what is sanyam?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
703,what is the pure state of cognition?,"the pure state of cognition (samyama*) involves all the (above) three (concentration, meditative absorption, and integration towards a single object.) ",0
704,what are the fruits or rewards of samyama or sanyam?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
705,how to develop insight?,reflecting on insights gained while asleep and dreaming can be a source of guidance too.,0
706,why should one practice/develop concentration?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
707,why should one practice yoga sequentially?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
708,what is the importance of doing yoga sequentially?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
709,what are the subtle paths of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
710,how many subtle limbs of yoga are there?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
711,how many categories are the eight paths of yoga divided in?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
712,?,contentment brings an unmatched sense of joy.,0
713,which limb(s) of yoga preceeds the deepest meditaive absorption?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
714,what happens when all the eight limbs of astanga yoga reach their conclusion?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
715,what happens when the 'nirodha' state of mind is achieved?,"at the next stage, objects lose their association with memory and are formless, revealing only their essential nature. this stage is known as 'nirvitarka'*.",0
716,how to know that the mind is controlled?,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,0
717,how does the mind behave when it has been controlled?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
718,?,contentment brings an unmatched sense of joy.,0
719,why does the mind behave in an uncontrolled manner?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
720,what is the reason for the continous thoughts on our mind?,"initially, the process of stilling the mind involves four levels of elevated cognition, including analytical thinking, insight, bliss, and the sense of self.",0
721,?,contentment brings an unmatched sense of joy.,0
722,how does the mind behave when it enters deep concentration?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
723,what happens to chitta or the mind after liberation?,assembly of chitta (mind) is done by ego only. ,0
724,what happens to chitta or the mind in samadhi?,"when only the essence of that object (used for dhyana) remains, and (chitta's) own functions (other cognitive abilities) appears non-existent then samadhi* has been achieved.",0
725,how does the mind behave during the process of deep meditation?,"in meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",0
726,how does the changes in the material world appear as we progress in meditation?,"complete absorption in any object, whether subtlest and (macroscopic or) microscopic , is possible through meditation.",0
727,what are the levels at which changes in the material world can be noticed/observed as we progress in our ability to meditate?,"complete absorption in any object, whether subtlest and (macroscopic or) microscopic , is possible through meditation.",0
728,what aspects of 'observation' does not change as we progress towards deeper awareness?,"by intently focusing (samyama*) on the succession of moments in time, one gains insights that arise from discernment.",0
729,how does one interpret the transformation appearing while one meditates?,"in meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",0
730,how does our awareness refine as we meditate? ,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
731,how does the discipline of yoga/samyama/meditation translates into increased awareness/insight? ,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
732,how does the ability to know the contents of the past lives gained?,examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,0
733,what powers comes with deep meditation?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
734,how does the power to read other's mind accquired? ,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,0
735, does confusion arise in the mind of yogi/person who can read other's mind (due to mixing of contents)?,a sequence of consciousnesses that create a multitude of unique perceptions is a orchestrated by a single personal consciousness (of the yogi).,0
736,how does the yogic/mysic power of invisibilty achieved?,"by doing that (samyama over sense organs) one also accquires ability to travel with the speed of thought, body independant perception and control over fundamental facets of matter (mula prakriti*).",0
737,what is the science behind the power of being invisible?,"by observing the body's physical form with perfect discipline (samyama*), it becomes invisible. this happens when the power to perceive is suspended amidst the eye and the incoming light.",0
738,can one accquire insight into death?,the consequences of actions (karma) may manifest instantly or take time to appear. observing one's actions with perfect discipline or studying omens can offer insight into death.,0
739,how does insight into death developed by meditation?,the consequences of actions (karma) may manifest instantly or take time to appear. observing one's actions with perfect discipline or studying omens can offer insight into death.,0
740,how does meditation give strength?,focusing on things/people that do not inspire attachment can be a helpful technique in meditation.,0
741,what should one focus upon to gain strength?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",0
742,what is the role of friendliness in meditation?,focusing on things/people that do not inspire attachment can be a helpful technique in meditation.,0
743,?,contentment brings an unmatched sense of joy.,0
744,how does one accquire immense strength by yoga and meditation?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
745,can one become physically strong by meditation?,"complete absorption in any object, whether subtlest and (macroscopic or) microscopic , is possible through meditation.",0
746,how does one obtain power to know remote things?,a thing is either known or not known by the mind depending on whether it is noticed by the mind.,0
747,can one know about things one cannot see by yoga/meditation?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
748,how does one gain knowledge about secrets of body by meditation/yoga?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
749,?,contentment brings an unmatched sense of joy.,0
750,how does one gain knowledge about secrets of universe by meditation/yoga?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
751,can one know about secrets of universe by meditation/yoga?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
752,?,contentment brings an unmatched sense of joy.,0
753,how does meditation on pole star affect us?,perfect discipline (samayama*) enables one to gain insight into the movements/speed of the stars by focusing on the polestar.,0
754,can one know about position of stars?,"by using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",0
755,?,contentment brings an unmatched sense of joy.,0
756,can we gain knowledge of astrology by meditation?,"by using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",0
757,what is the significance of meditation on stars?,"by using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",0
758,how does meditation on navel affect us?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",0
759,can one know all about the organization of the body?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",0
760,can we gain knowledge of body by meditation?,"complete absorption in any object, whether subtlest and (macroscopic or) microscopic , is possible through meditation.",0
761,what is the significance of meditation on navel?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",0
762,can one know about secrets of body by meditation/yoga?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
763,?,contentment brings an unmatched sense of joy.,0
764,how does one gain control over hunger and thirst by yoga/meditation?,focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,0
765,what is the importance of intense meditation on the pit of throat?,focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,0
766,can one exert control over one's hunger and thirst by yoga/meditation?,focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,0
767,how does one achieve stability/steadiness by intense focus?,the body should actualize both steadiness and ease during a psychophysical posture.,0
768,can yoga/meditation confer stability/steadiness?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
769,what can one do to achieve stability?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",0
770,how does one accquire visionary sight?,"being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",0
771,how can one accquire supernatural powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
772,can yoga/meditation confer supernatural powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
773,how does knowledge about everything gained?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",0
774,can one know about everything?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",0
775,what is the importance of intuition?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",0
776,can one know everything about mind and its functions?,"the mind, colored by the seer as well as by that which is seen, knows all objects.",0
777,how does one know about mind and its functions?,a thing is either known or not known by the mind depending on whether it is noticed by the mind.,0
778,what is the importance of meditating on the heart (region)?,the aim of this path of action is to eliminate the roots of suffering and accomplish samadhi* (an advanced meditative state).,0
779,?,contentment brings an unmatched sense of joy.,0
780,how does one usually perceive consciousness or awareness of the self?,the sense of 'i' (wrongly) identifies perception of pure awareness as the perception of the senses.,0
781,what is the role of 'the self'?,"for one who sees the distinction (between the mind and the soul), reflecting on the nature of the self ceases.",0
782,how does the knowledge of the 'self arises'?,"although it is unchanging, consciousness becomes aware of its own intelligence by means of pervading the forms assumed by the intelligence.",0
783,what is the importance of the worldly experience?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
784,what powers does one accquire by having intuition?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",0
785,how can one develop mystical/divine sense experiences?,"for others, the path to realization involves faith, energy, right cognition in form of memory and to understand the various elevated levels of wisdom.",0
786,are supernatural powers desirable on the path of yoga?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
787,does supernatural powers help in yoga progress?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
788,how does siddhis/supernatural powers help in yoga?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
789,how does detachment help in yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
790,what is the importance of detachment in yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
791,what is the importance of perfectly knowing the the behaviour of the mind?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
792,what (supernatural) powers are accquired by developing detachment and thorough knowledge/behaviour of the mind?,"although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",0
793,is it possible to perfectly know the behaviour of the mind?,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,0
794,how does perfect control over various pranas (5 pranas) benefit?,"through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",0
795,what is the importance of perfect control over sub-prana called udaana?,"through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",0
796,how does one levitate by the knowledge of yoga?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
797,how is the power to levitate accquired through yoga?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
798,?,contentment brings an unmatched sense of joy.,0
799,how does perfect control over sub-prana saamana help in yoga?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
800,what is the importance of perfect control over sub-prana saamana?,"through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",0
801,how is radiant aura achieved/accquired by yoga?,"by acheiving mastery over the flow of energy through the solar plexus (samana*), one becomes radiant.",0
802,how can one attain divine hearing?,"afterwards, the supreme mastery over the senses is attained.",0
803,how can one travel through space?,"by doing that (samyama over sense organs) one also accquires ability to travel with the speed of thought, body independant perception and control over fundamental facets of matter (mula prakriti*).",0
804,how can we become disembodied?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",0
805,how can we attain mastery over nature?,pure awareness can recognize its independence from the fundamental qualities of nature when ultimate dispassion is achieved.,0
806,what is anima?,"unflinching discriminative discernment (between the seer and the seen) is the path to liberation (not the final state yet, this is the upper stage of ritambhara pragya (1.48) where even this prayga ceases).",0
807,can we reduce our size through yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
808,can we transcend the laws of nature?,"as a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",0
809,can yoga help us in going beyond nature?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
810,name the most popular siddhis attained by yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
811,does the body become more powerful due to yoga?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
812,can yoga make our body more powerful?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
813,what is asmita?,"the phenomenal world that awareness perceives is characterized by luminosity (sattva), activity (rajas), and inertia (tamas), and is composed of - elements and senses, and serves the purpose of both sensual experience as well as liberation (to drasta*).",0
814,can we gain control over our senses by yoga?,"by practicing the components of yoga, impurities diminish, allowing the light of understanding to shine and illuminate the path to discriminative awareness.",0
815,can we perceive things beyond the senses through yoga?,"till the state of yoga is achieved, consciousness identifies itself with the mental patterns.",0
816,how can we become knower of all?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",0
817,how can we gain mastery over ourselves?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",0
818,does self-mastery lead to happiness?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",0
819,should we answer the call of divine beings?,self-reflection strengthens the connection with one's personal deity.,0
820,what happens when we meditate on time?,"in meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",0
821,how can we learn to differentiate between similar things?,"by tracing subtle objects back to their undifferentiated nature, they can be understood.",0
822,how can we attain liberating discernment?,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,0
823,what happens when our intellect becomes pure?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",0
824,can intellect become as pure as consciousness?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",0
825,can intellect become as pure as awareness?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",0
826,?,contentment brings an unmatched sense of joy.,0
827,what are the ways of attaining mystic powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
828,can herbs lead to mystic powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
829,can mantras lead to mystic powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
830,can someone acquire mystic powers by birth?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",0
831,how does evolution happen?,the transformation (or evolution) of a species is a result of nature's abundance. or the transition to a new form occurs when the natural energies overflow.,0
832,how do living beings evolve?,the transformation (or evolution) of a species is a result of nature's abundance. or the transition to a new form occurs when the natural energies overflow.,0
833,what causes transformation from one form to another?,"these transformations (of objects/awareness) seem to occur in a specific manner, which is caused by change in sequence (of characteristics).",0
834,what holds the mind in its place?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
835,what causes the mind to be assembled?,"although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",0
836,how do we perceive the sequence of conscious events?,"till the state of yoga is achieved, consciousness identifies itself with the mental patterns.",0
837,does meditation also lead to accumulation of impressions?,"the four atages of awareness (mentioned above) - savitarka*, nirvitarka*, savichara* and nirvichara *- are referred to as meditative absorption that contains latent impressions (seeds).",0
838,can the actions of a yoga be categorised as good or bad?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
839,what are the outcomes of the three fold action?,"in the fourth dimension (of breath regulation), the division between inhaling and exhaling disappears.",0
840,are memory and samskaras different or the same?,"memory and samskaras (subconscious impressions) are essentially identical, therefore, even if (both are) seperated by the virtue of birth, place and time they manifest without any difference of order.",0
841,are samskaras same as memory?,"memory and samskaras (subconscious impressions) are essentially identical, therefore, even if (both are) seperated by the virtue of birth, place and time they manifest without any difference of order.",0
842,do the samskaras have a beginning?,during the intervals (in this state of discriminate awareness) other ideas (arise) because of previous samskaras.,0
843,does the universe have a beginning?,"this is possible when all effort is relaxed, and a sense of unity between the body and the infinite universe emerges.",0
844,do our mental impressions have a beginning?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,0
845,do our mental impressions get created at birth?,examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,0
846,when does our mind start accumulating impressions?,examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,0
847,when does our mind start to learn?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
848,is a child born with a blank state?,"being resolute in the state of non-greediness (desirelessness), the understanding of (previous) births is revealed. ",0
849,what are the pillars that sustain samskaras?,the unhinged fludity of the thoughts in the mind is due to the samskaras. ,0
850,what do the past and future represent?,"by carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",0
851,where does time originate from?,"time periods of past and future are inherent in the underlying foundation (dharmi* refer 3.14), representing distinct aspects in the same continuum of experiential substances (dharma*).",0
852,why does time seem to flow uniformly?,"by carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",0
853,is the mind made up of the same elements as physical objects?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
854,what is the difference between the mind and physical body?,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,0
855,what is the difference between the mind and physical objects?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
856,does the existence of an object depend on the mind?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
857,does the moon exist when no one is watching?,"by observing the body's physical form with perfect discipline (samyama*), it becomes invisible. this happens when the power to perceive is suspended amidst the eye and the incoming light.",0
858,do objects exist when no one is watching?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
859,when does an object become known by the mind?,a thing is either known or not known by the mind depending on whether it is noticed by the mind.,0
860,what is the role of attention in perception?,concentration/attention is focusing on a single place.,0
861,does the soul know the permutations of the mind?,"the permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",0
862,does the soul know the mind?,"the mind, colored by the seer as well as by that which is seen, knows all objects.",0
863,does purusha know the mind?,"the permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",0
864,is the mind self-illuminating?,"nor is the mind self-illuminating, because of its nature as the object of perception.",0
865,does consciousness originate in the mind?,"till the state of yoga is achieved, consciousness identifies itself with the mental patterns.",0
866,is mind the origin of consciousness?,"till the state of yoga is achieved, consciousness identifies itself with the mental patterns.",0
867,can we observe both the mind and the objects at the same time?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
868,can one mind be cognized by another mind?,"if (the mind) were cognized by another mind, then there would be an infinite regress of one intelligence (being known) by another intelligence. moreover, there would also be confusion of memory.",0
869,can one mind be experienced by another mind?,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,0
870,how does consciousness become aware of its own intelligence?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",0
871,how does the mind become aware of objects?,"the mind, colored by the seer as well as by that which is seen, knows all objects.",0
872,how does the mind experience the objects?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
873,how does the mind observe the universe?,"the mind, colored by the seer as well as by that which is seen, knows all objects.",0
874,what is the purpose of the mind?,"initially, the process of stilling the mind involves four levels of elevated cognition, including analytical thinking, insight, bliss, and the sense of self.",0
875,what happens if we can see the difference between the mind and the soul?,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,0
876,what does the mind seek after discrimination arises?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
877,does the mind of a yogi remain focussed all the time?,"however, this insight does not extend to the object (alambana*) of their perceptions since it (the object) is not actually the subject matter of the one who is focussing (i.e. the yogi).",0
878,do our samskaras cause suffering?,"the wise recognize that suffering is inherent in all experiences, whether it be the agony of the results of actions, or the pain of distress, or of the burden of latent impressions (samskaras*) filled with suffering, along with the constant struggle of the flutuations of the mind due to the fundamental qualities (gunas*) of nature.",0
879,what is dharma megha samadhi?,"for one who has no interest even in (the fruits) of meditative wisdom on account of the highest degree of discriminative insight, the samadhi called dharma-megha, cloud of virtue, ensues. ",0
880,should we be detached with the fruits of meditation?,focusing on things/people that do not inspire attachment can be a helpful technique in meditation.,0
881,can karma also cease to exist?,"the deposits of karma* (actions) are rooted in the causes of klesha* (suffering), which is experienced either in the future or in the present.",0
882,can humans reach a state of omniscience?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",0
883,can the permutations of the gunas cease?,"the permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",0
884,how do we perceive time?,"by carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",0
885,what is time?,"by carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",0
886,what is ultimate liberation?,"ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",0
887,what happens to prakriti when purusha attains liberation?,"ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",0
