,Questions,Answers,Labels
1181,What letter did Krishna compare God with?,"Among the letters of the alphabet, I am the letter 'A' and the dual among compounds. I am verily the inexhaustible and everlasting time; I am the dispenser of the fruits of actions, having faces in all directions.",0
1182,Which feminine quality did Krishna compare God with?,"And I am the all-devouring Death, and the source of prosperity for those who are to be prosperous; among the feminine qualities, I am fame, prosperity, speech, memory, intelligence, firmness, and forgiveness.",0
1183,Which hymn did Krishna compare God with?,"Among the hymns, I am the Brihatsaman; among meters, I am Gayatri; among months, I am Margasirsha; among seasons, I am the flowery season.",0
1184,Which fraudulent activity did Krishna compare God with?,I am the gambling of the deceitful; I am the splendor of the splendid; I am victory; I am the resolve of the resolute; I am the goodness of the good.,0
1185,Which Pandava did Krishna compare God with?,"Among the Vrishnis, I am Vaasudeva; among the Pandavas, I am Arjuna; among the sages, I am Vyasa; among the poets, I am Usanas, the poet.",0
1186,Which secret did Krishna compare God with?,"Of those who punish, I am the scepter; among those who seek victory, I am statesmanship; and among secrets, I am silence; I am knowledge among knowers.",0
1187,Can anything exist without God?,"And whatever is the seed of all beings, that too am I, O Arjuna; there is no being, be it moving or unmoving, that can exist without Me.",0
1188,What are the limitations of God and his manifestations?,"There is no end to My divine glories, O Arjuna, but this is a brief statement by Me of the particulars of My divine glory.",0
1189,What is the source of power and energy in human beings?,"Whatever being there is glorious, prosperous, or powerful, know that to be a manifestation of a part of My splendor.",0
1190,Is it useful to have a detailed knowledge of how the universe functions?,"But, of what avail is the knowledge of all these details to you, O Arjuna? I exist, supporting this whole world with one part of Myself.",0
1191,Did Arjuna hear the Gita in detail?,"The origin and destruction of beings have been heard in detail from You, O lotus-eyed Lord, and also Your inexhaustible greatness.",0
1192,When did Arjuna want to see Krishna's divine form?,"Now, O Supreme Lord, as Thou hast thus described Thyself, O Supreme Person, I wish to behold Thy divine form.",0
1193,Where in Gita did Arjuna ask Krishna to reveal his divine form?,"If Thou, O Lord, thinkest it possible for me to see it, do Thou, then, O Lord of the Yogis, show me Thy imperishable Self.",0
1194,Where in the Gita did Krishna start revealing his divine form to Arjuna?,"The Blessed Lord said, ""Behold, O Arjuna, forms of Mine, by the hundreds and thousands, of different sorts, divine, and of various colors and shapes.""",0
1195,What did Arjuna first see in Krishna's divine form?,"Behold the Adityas, the Vasus, the Rudras, the two Asvins, and the Maruts; behold many wonders never before seen, O Arjuna.",0
1196,Did Krishna show Arjuna the whole universe in his divine form?,"Now, behold, O Arjuna, in this My body, the entire universe centered in one, including the moving and the unmoving, and whatever else you desire to see.",0
1197,Is it possible to see God with our own eyes?,But you are not able to behold Me with these your own eyes; I give you the divine eye; behold My lordly Yoga.,0
1198,What did Sanjay say on seeing Krishna's divine form?,"Sanjaya said, Having thus spoken, O king, the great Lord of Yoga, Hari (Krishna), showed Arjuna His supreme form as the Lord.",0
1199,How did Sanjay describe Krishna's divine form?,"With numerous mouths and eyes, with numerous wondrous sights, with numerous divine adornments, with numerous divine weapons uplifted, such a form He showed.",0
1200,What was Krishna wearing when he showed his divine form?,"Wearing divine garlands and apparel, anointed with divine unguents, the all-wonderful, resplendent Being is endless with faces on all sides.",0
1201,How was the splendour of Krishna's divine form?,"If the splendour of a thousand suns were to blaze out simultaneously in the sky, that would be the splendour of that mighty being.",0
1202,How vast was Krishna's divine form?,"There, in the body of the God of gods, Arjuna then saw the entire universe resting in one, with its myriad of divisions.",0
1203,What was Arjuna's physical reaction on seeing Krishna's divine form?,"Then, Arjuna, filled with wonder and his hair standing on end, bowed his head to the God and spoke with palms joined.",0
1204,Did Krishna's divine form have a beginning and an end?,"I see You with boundless form on every side, with many arms, stomachs, mouths, and eyes; neither the end nor the middle nor the beginning do I see, O Lord of the Universe, O Cosmic Form.",0
1205,What is the proof of God's existence?,"I see You with boundless form on every side, with many arms, stomachs, mouths, and eyes; neither the end nor the middle nor the beginning do I see, O Lord of the Universe, O Cosmic Form.",0
1206,What is the proof of God?,"I see You with boundless form on every side, with many arms, stomachs, mouths, and eyes; neither the end nor the middle nor the beginning do I see, O Lord of the Universe, O Cosmic Form.",0
1207,How do we know that God exists?,"I see You with boundless form on every side, with many arms, stomachs, mouths, and eyes; neither the end nor the middle nor the beginning do I see, O Lord of the Universe, O Cosmic Form.",0
1208,How can we describe Krishna's divine form?,"I see You with the diadem, club, and discus, a mass of radiance shining everywhere, very hard to look at, blazing all around like a burning fire and the sun, and immeasurable.",0
1209,"After seeing Krishna's divine form, was Arjuna convinced that he indeed is the supreme God?","You are the Imperishable, the Supreme Being, worthy of being known. You are the great treasure-house of this universe; You are the imperishable protector of the eternal Dharma; You are the Primal Person, I believe.",0
1210,How many arms and eyes did Krishna's divine form have?,"I see You without beginning, middle, or end, infinite in power, with endless arms, the sun and moon as Your eyes, the burning fire Your mouth, heating the entire universe with Your radiance.",0
1211,Did Krishna's divine form invoke love or fear?,"This space between the earth and the heavens, and all the quarters, is filled by You alone; having seen this, Your wonderful and terrible form, the three worlds are trembling with fear, O great-souled Being.",0
1212,Are the devas afraid of the supreme God?,"Verily, these hosts of gods enter into Thee; some extol Thee with joined palms in fear, saying, 'May it be well!' Bands of great sages and perfected ones praise Thee with complete hymns.",0
1213,How do the Devas look upon God?,"The Rudras, Adityas, Vasus, Sadhyas, Visvedevas, the two Asvins, Maruts, the Manus, and the hosts of celestial singers, Yakshas, demons, and the perfected ones, all look upon Thee with great amazement.",0
1214,Was Arjuna terrified after seeing Krishna's divine form?,"Having seen Your immeasurable form with many mouths and eyes, O mighty-armed one, with many arms, thighs, and feet, with many stomachs and fearsome with many teeth, the worlds are terrified, and so am I.",0
1215,Why was Arjuna scared after seeing Krishna's divine form?,"On seeing Thee, touching the sky, shining in many colors, with mouths wide open, with large fiery eyes, I am terrified at heart and find neither courage nor peace, O Vishnu.",0
1216,Did Arjuna feel comfortable on seeing Krishna's divine form?,"Having seen Thy mouths fearful with teeth blazing like the fires of cosmic dissolution, I know not the four quarters, nor do I find peace. Have mercy, O Lord of the gods, O abode of the universe.",0
1217,Did Arjuna see the Kauravas inside Krishna?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
1218,Did Arjuna see warriors being crushed by Krishna?,"Some hurry into Your mouths with their terrible teeth, fearful to behold. Some are found stuck in the gaps between the teeth, their heads crushed to powder.",0
1219,What did Arjuna compare Krishna's mouth with?,"Verily, just as many torrents of rivers flow towards the ocean, so too these heroes in the world of men enter Thy flaming mouths.",0
1220,What did Arjuna compare the creatures entering Krishna's mouth with?,"As moths hurriedly rush into a blazing fire, leading to their own destruction, so too these creatures hurry into Your mouths, leading to their own destruction.",0
1221,How did Arjuna describe various living beings entering Krishna's divine form?,"Thou lickest up, devouring all the worlds on every side with Thy flaming mouths. Thy fierce rays, filling the whole world with radiance, burn, O Vishnu!",0
1222,What did Arjuna ask Krishna to do after seeing his terrifying divine form?,"Tell me, who you are, so fierce of form. I offer my salutations to you, O God Supreme; have mercy on me. I desire to know you, the original Being. I do not indeed know your workings.",0
1223,Were the warriors in the Mahabharata war destined to die?,"The Blessed Lord said, ""I am the full-grown, world-destroying Time, now engaged in destroying the worlds. Even without you, none of the warriors arrayed in the hostile armies will live.""",0
1224,Was Arjuna merely an intrument in the war to carry out mass termination of human beings?,"Therefore, stand up and obtain fame. Conquer the enemies and enjoy the unparalleled kingdom. Verily, by Me they have already been slain; be thou a mere instrument, O Arjuna.",0
1225,How did Krishna convince Arjuna that he is going to win in the war?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
1226,Was Arjuna choked with emotion on seeing Krishna's divine form?,"Sanjaya said, Having heard that speech of Lord Krishna, Arjuna, with joined palms, trembling, prostrated himself, again addressing Krishna in a choked voice, bowing down, overwhelmed with fear.",0
1227,Who is afraid of God?,"Arjuna said, ""It is fitting, O Krishna, that the world delights and rejoices in Your praise; demons fly in fear in all directions and the hosts of the perfected ones bow to You.""",0
1228,Why do the sages bow down to God?,"And why should they not, O great Soul, bow to Thee Who art greater than all else, the primal cause even of the Creator (Brahma), O Infinite Being, O Lord of the gods, O Abode of the universe; Thou art the imperishable, the Being, the non-being, and That which is supreme—that which is beyond the Being and the non-being.",0
1229,who is the knower as well as the object of knowledge?,"You are the primal God, the ancient Purusha, the supreme refuge of this universe, the knower, the knowable, and the supreme Abode. Through You, the universe is pervaded, O Being of infinite forms.",0
1230,What does Arjuna compare Krishna with?,"You are Vayu, Yama, Agni, Varuna, the moon, the Creator, and the great-grandfather. I offer my salutations to You a thousand times, and again I offer my salutations to You.",0
1231,Did Arjuna finally realise that Krishna was God himself?,"Salutations to You in front and behind! Salutations to You on every side! O All! You, infinite in power and prowess, pervade all; therefore You are all.",0
1232,When did Arjuna develop devotion towards Krishna?,"Whatever I have presumptuously said from carelessness or love, addressing You as O Krishna! O Yadava! O Friend! regarding You merely as a friend, unknowing of Your greatness.",0
1233,Did Arjuna ever treat Krishna with disrespect?,"In whatever way I may have insulted You for the sake of fun, while at play, reposing, sitting, or at meals, when alone (with You), O Krishna, or in company, that I implore You, immeasurable one, to forgive.",0
1234,Did Arjuna realise that Krishna was the highest being?,"Thou art the Father of this world, both moving and unmoving. Thou art to be adored by this world; Thou, the greatest Guru; for none exists who is equal to Thee; how then could there be another superior to Thee in the three worlds, O Being of unrivaled power?",0
1235,When did Arjuna ask for Krishna's mercy?,"Therefore, bowing down and prostrating my body, I crave Thy forgiveness, O adorable Lord. As a father forgives his son, a friend his dear friend, a lover his beloved, even so may Thou forgive me, O God.",0
1236,Was Arjuna delighted after seeing Krishna's divine form?,"I am delighted, having seen something never seen before; yet my mind is distressed with fear. Show me that form only, O God; have mercy, O God of gods, O Abode of the universe.",0
1237,When did Arjuna ask Krishna to show his gracious form?,"I desire to see You as before, crowned, bearing a mace, with the discus in hand, in Your former form only, having four arms, O thousand-armed, Cosmic Being.",0
1238,Had anyone seen Krishna's divine form before Arjuna?,"The Blessed Lord said, ""O Arjuna, this Cosmic Form has graciously been shown to you by Me through My own Yogic power. It is full of splendour, primeval, and infinite; this Cosmic Form of Mine has never been seen before by anyone other than you.""",0
1239,Can we get to see Krishna's divine form through austerities?,"Neither by the study of the Vedas, nor by gifts, nor by sacrifices, nor by severe austerities, can I be seen in this form in the world of men by any other than yourself, O great hero of the Kurus (Arjuna).",0
1240,Can we get to see God through austerities?,"Neither by the study of the Vedas, nor by gifts, nor by sacrifices, nor by severe austerities, can I be seen in this form in the world of men by any other than yourself, O great hero of the Kurus (Arjuna).",0
1241,Did Krishna get back to his usual form in the war?,"Do not be afraid, nor be bewildered on seeing such a terrible form of Mine; with your fear dispelled and with a gladdened heart, now behold again this former form of Mine.",0
1242,When Krishna get back to his usual form in the war?,"Sanjaya said, Having thus spoken to Arjuna, Krishna again showed His own form. The great Soul, assuming His gentle form, then consoled Arjuna, who was terrified.",0
1243,When did Arjuna gain his composure after seeing the divine form?,"Arjuna said, ""Having seen this Thy gentle human form, O Krishna, now I am composed and have been restored to my own nature.""",0
1244,Is it easy to get to see God?,"The Blessed Lord said, ""It is very hard indeed to see this form of Mine which thou hast seen; even the gods are ever longing to behold it.""",0
1245,Can we get to see Krishna's divine form through rituals?,"Neither by the Vedas, nor by austerity, nor by gift, nor by sacrifice can I be seen in this form as thou hast seen Me so easily.",0
1246,Is devotion necessary to know God?,"But by single-minded devotion, I can be known, seen, and entered into in reality, O Arjuna.",0
1247,What happens to those who have no enemies?,"He who does all actions for Me, who regards Me as the Supreme, who is devoted to Me, who is free from attachment, who bears no enmity towards any creature, he comes to Me, O Arjuna.",0
1248,When did Arjuna start asking about devotion?,"Arjuna said, ""Which of them are better versed in Yoga—those who steadfastly worship You, or those who worship the imperishable and the unmanifested?""",0
1249,Who is considered to be the highest among Yogis?,"The Blessed Lord said, ""In My opinion, those who fix their minds on Me, worship Me ever steadfastly, and are endowed with supreme faith, are the best in Yoga.""",0
1250,What happens to those who meditate on formless God?,"Those who worship the imperishable, the indefinable, the unmanifest, the omnipresent, the unthinkable, the immovable, and the eternal.",0
1251,What happens after we have controlled our senses?,"Having restrained all the senses, being even-minded everywhere, and intent on the welfare of all beings, they verily come unto Me.",0
1252,Is God with form or formless?,"Greater is their trouble whose minds are set on the unmanifested, for the goal of the unmanifested is very hard for the embodied to reach.",0
1253,What is the use of having faith in God?,"But to those who worship Me, renouncing all actions in Me, regarding Me as the supreme goal, meditating on Me with single-minded yoga.",0
1254,Is it useful to pray to God?,"To those whose minds are set on Me, O Arjuna, verily I soon become the savior out of the ocean of Samsara.",0
1255,What should we fix our mind on during meditation?,"Fix your mind on Me, and your intellect in Me. Then you will certainly live in Me alone hereafter.",0
1256,Where does Krishna talk about surrender?,"Fix your mind on Me, and your intellect in Me. Then you will certainly live in Me alone hereafter.",0
1257,Where does Gita talk about surrender?,"Fix your mind on Me, and your intellect in Me. Then you will certainly live in Me alone hereafter.",0
1258,What do I do if I am unable to practice Yoga?,"If you are unable to practice even this Abhyasa Yoga, be intent on doing actions for My sake; even by doing actions for My sake, you will attain perfection.",0
1259,Why should we develop compassion?,"He who hates no creature, is friendly and compassionate to all, is free from attachment and egoism, is balanced in pleasure and pain, and is forgiving.",0
1260,Are people with a firm conviction dear to God?,"Ever content, steady in meditation, self-controlled, possessing firm conviction, with the mind and intellect dedicated to Me, he, My devotee, is dear to Me.",0
1261,Who is dear to God?,"Ever content, steady in meditation, self-controlled, possessing firm conviction, with the mind and intellect dedicated to Me, he, My devotee, is dear to Me.",0
1262,Are people free from fear and aversion dear to God?,"He whom the world does not agitate, and who cannot be agitated by the world, and who is freed from joy, anger, fear, and anxiety—he is dear to Me.",0
1263,Are people free from desires and agony dear to God?,"He who is free from wants, pure, expert, unconcerned, and free from pain, renouncing all undertakings and commencements, he who is devoted to Me is dear to Me.",0
1264,Who is a true devotee?,"He who is free from wants, pure, expert, unconcerned, and free from pain, renouncing all undertakings and commencements, he who is devoted to Me is dear to Me.",0
1265,Are people free from hatred and full of devotion dear to God?,"He who neither rejoices nor hates, nor grieves nor desires, renouncing both good and evil, and who is full of devotion, is dear to Me.",0
1266,Are people free from all attachment dear to God?,"He who is the same to foe and friend, and also in honor and dishonor, who is the same in cold and heat, in pleasure and pain, and who is free from attachment.",0
1267,Are people with a firm mind dear to God?,"He to whom censure and praise are equal, who is silent, content with anything, homeless, of a steady mind, and full of devotion; that man is dear to me.",0
1268,Are people with faith dear to God?,"They who follow this immortal Dharma, endowed with faith and regarding Me as their supreme goal, are exceedingly dear to Me.",0
1269,What is the concept of kshetra (field) and kshetrajna (knower of the field)?,"The Blessed Lord said, ""O Arjuna, this body is called the field; he who knows it is called the knower of the field by those who know them.""",0
1270,Which is the most conclusive reference for learning Vedanta?,"Sages have sung in many ways, with various distinctive chants and also with suggestive words indicative of the Absolute, full of reasoning and decisive.",0
1271,What are the various elements of Prakriti (physical nature)?,"The great elements, egoism, intellect, and also the Unmanifested Nature, the ten senses, and one mind, and the five objects of the senses.",0
1272,What all constitutes the kshetra (field)?,"Desire, hatred, pleasure, pain, the aggregate (body), intelligence, and fortitude—the field has thus been briefly described with its modifications.",0
1273,Is ego a hindrance in spiritual growth?,"Indifference to the objects of the senses and also absence of egoism; perceiving the evil in birth, death, old age, sickness, and pain.",0
1274,Is attachment to family members a hindrance to spiritual growth?,"Non-attachment, non-identification of the Self with son, wife, home, and the rest, and constant even-mindedness in the face of the attainment of both desirable and undesirable.",0
1275,Does solitude help in spiritual growth?,"Unswerving devotion to Me through the Yoga of non-separation, resorting to solitary places, and a distaste for the company of people.",0
1276,What is true knowledge?,"Constancy in Self-knowledge, the perception of the end of true knowledge—this is declared to be knowledge, and what is opposed to it is ignorance.",0
1277,How can I obtain freedom from death?,"I will declare that which is to be known, knowing which one attains immortality; the beginningless Supreme Brahman, which is neither being nor non-being.",0
1278,How can we describe Brahman?,"With hands and feet everywhere, with eyes, heads, and mouths everywhere, with ears everywhere, He exists in the worlds, enveloping all.",0
1279,What is the relation between Gunas and Brahman?,"Shining by the functions of all the senses, yet without being attached to them; unattached, yet supporting all; devoid of qualities, yet the experiencer of them.",0
1280,Is it possible to comprehend Brahman?,"It is within and without all beings, both the unmoving and the moving; It is subtle and unknowable, and It is near and far away.",0
1281,Is there one undivided Brahman or multiple Brahmans?,"Undivided yet, It exists as if divided in beings; It is to be known as the supporter of beings; It devours and It generates.",0
1282,How can I attain the state of Brahman?,"That Light of all lights is said to be beyond darkness: knowledge, the knowable, and the goal of knowledge, seated in the hearts of all.",0
1283,How does it help to have the knowledge of kshetra and kshetrajna?,"Thus, the field, as well as knowledge and the knowable, have been briefly stated. My devotee, knowing this, enters into My being.",0
1284,Who is fit to attain salvation?,"Thus, the field, as well as knowledge and the knowable, have been briefly stated. My devotee, knowing this, enters into My being.",0
1285,When did Prakriti and Purusha originate?,"Know that Nature (matter) and the Spirit are both beginningless, and know also that all modifications and qualities are born from Nature.",0
1286,What is the role of the Self or Purusha in human experience?,"In the production of the effect and the cause, Nature (matter) is said to be the cause; in the experience of pleasure and pain, the soul is said to be the one responsible.",0
1287,Who experiences the nature around perceived through the sense organs?,The soul seated in Nature experiences the qualities born of Nature; attachment to the qualities is the cause of its birth in good and evil wombs.,0
1288,What is the role of the Self or seer in the human body?,"The Supreme Soul in this body is also called the observer, the permitter, the sustainer, the enjoyer, the great Lord, and the Supreme Self.",0
1289,What is the benefit of gaining knowledge of Purusha and Prakriti?,"He who thus knows the Spirit and Matter together with their qualities, in whatever condition he may be, he is not reborn.",0
1290,What happens if we have only a partial or slightly incorrect knowledge of the self?,"Others, too, who do not know thus, worship, having heard of It from others; they, too, cross beyond death, regarding what they have heard as the supreme refuge.",0
1291,Is it possible for a human or another living being to exist without the presence of the kshetrajna or self in the body?,"Wherever a being is born, whether unmoving or moving, know thou, O best of the Bharatas (Arjuna), that it is from the union of the field and its knower.",0
1292,Is it possible to see and experience things as they truly are?,"He who sees the Supreme Lord existing truly in all beings, the imperishable within the perishable, sees indeed.",0
1293,How can we avoid injuring our own mind?,"For he who truly sees the same Lord dwelling everywhere does not destroy the Self by the self; rather, he attains the highest goal.",0
1294,Does the Self or soul undergo changes with time?,"Being without beginning, devoid of any qualities, the Supreme Self, imperishable, though dwelling in the body, O Arjuna, neither acts nor is tainted.",0
1295,Can you give me an analogy to understand the immutability of consciousness or Purusha?,"As the all-pervading ether is not tainted, due to its subtlety, so the Self seated everywhere in the body is not tainted either.",0
1296,Can we think of consciousness like the sun which illuminates the whole world?,"Just as the one sun illuminates the entire world, so too does the Lord of the field (Supreme Self) illuminate the entire field, O Arjuna.",0
1297,What is the use of learning to differentiate between Purusha (consciousness) and Prakriti (physical nature)?,"They who, by the eye of knowledge, perceive the distinction between the field and its knower, as well as the liberation from the Nature of being, go to the Supreme.",0
1298,Does Krishna truly reveal all spiritual knowledge in the Gita?,"The Blessed Lord said, ""I will again declare to thee that supreme knowledge, the best of all knowledge, having known which all the sages have gone to supreme perfection after this life.""",0
1299,What happens to those who attain unity with God?,"Those who, having taken refuge in this knowledge, have attained unity with Me, are neither born at the time of creation nor disturbed at the time of dissolution.",0
1300,How are all living beings born in this universe?,"My womb is the great Brahma; in it I place the germ; thence, O Arjuna, is the birth of all beings.",0
1301,Who are the father and the mother of the universe?,"Whatever forms are produced, O Arjuna, in any womb whatsoever, the great Brahma is their womb, and I am the seed-giving father.",0
1302,What are the gunas of prakriti?,"These qualities, O Arjuna, born of Nature, bind fast in the body of the embodied, the indestructible: purity, passion, and inertia.",0
1303,What is tamas?,"But know thou Tamas to be born of ignorance, deluding all embodied beings; it binds fast, O Arjuna, through heedlessness, indolence, and sleep.",0
1304,Which among the three gunas is the most powerful?,"Now, O Arjuna, Sattva prevails, having overpowered Rajas and Tamas; then Rajas, having overpowered Sattva and Tamas; and then Tamas, having overpowered Sattva and Rajas.",0
1305,What is sign of sattva in a person?,"When the wisdom-light shines through every gate of this body, then it may be known that Sattva is predominant.",0
1306,What happens to a human being in whom sattva is predominant?,"If the embodied one meets death when Sattva is predominant, then they attain the spotless worlds of the knowers of the Highest.",0
1307,What happens to a human being in whom rajas is predominant?,"Meeting death in Rajas, he is born among those who are attached to action; and dying in Tamas, he is born in the womb of the thoughtless.",0
1308,What happens to a human being in whom tamas is predominant?,"Meeting death in Rajas, he is born among those who are attached to action; and dying in Tamas, he is born in the womb of the thoughtless.",0
1309,What is the result of sattvic action?,"They say that the fruit of good action is Sattvic and pure; indeed, the fruit of Rajas is pain, and the fruit of Tamas is ignorance.",0
1310,What is the result of rajasic action?,"They say that the fruit of good action is Sattvic and pure; indeed, the fruit of Rajas is pain, and the fruit of Tamas is ignorance.",0
1311,What is the result of tamasic action?,"They say that the fruit of good action is Sattvic and pure; indeed, the fruit of Rajas is pain, and the fruit of Tamas is ignorance.",0
1312,What does sattva lead to?,"From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.",0
1313,What does rajas lead to?,"From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.",0
1314,What does tamas lead to?,"From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.",0
1315,?,"From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.",0
1316,What happens to those who abide in sattva?,"Those seated in Sattva ascend; those of Rajasic nature dwell in the middle; and those of Tamasic nature, abiding in the function of the lowest Guna, descend.",0
1317,What happens to those who abide in rajas?,"Those seated in Sattva ascend; those of Rajasic nature dwell in the middle; and those of Tamasic nature, abiding in the function of the lowest Guna, descend.",0
1318,What happens to those who abide in tamas?,"Those seated in Sattva ascend; those of Rajasic nature dwell in the middle; and those of Tamasic nature, abiding in the function of the lowest Guna, descend.",0
1319,Who performs all the actions in this universe?,"When the seer beholds no agent other than the Gunas and knows that which is higher than them, he attains to My Being.",0
1320,What happens when the Self goes beyond the three gunas of prakriti?,"The embodied one, having crossed beyond these three Gunas from which the body is evolved, is freed from birth, death, decay, and pain, and attains immortality.",0
1321,What did Arjuna wanted to know about the three gunas?,"Arjuna said, ""What are the marks of one who has transcended the three qualities, O Lord? What is their conduct, and how do they go beyond these three qualities?""",0
1322,How does a person who has transcended the three gunas behave?,"The Blessed Lord said, ""When light, activity, and delusion are present, he does not hate them, nor does he long for them when they are absent.",0
1323,What is the attitude of a person who has transcended the three gunas?,"He who, seated like one unconcerned, is not moved by the dualities, and who, knowing that the dualities are active, is self-centered and does not move.",0
1324,How does a person who has transcended the three gunas treat pleasure and pain?,"Who is the same in pleasure and pain, who dwells in the Self, to whom a clod of earth, a stone, and gold are all alike, who is the same to the dear and the unfriendly, who is firm, and to whom censure and praise are one and the same.",0
1325,What happens to those who serve God with unwavering devotion?,"And he who serves Me with unwavering devotion, he, crossing beyond the dualities, is fit for becoming Brahman.",0
1326,What is the relation between God and Brahman?,"For I am the abode of Brahman, the immortal, immutable, and everlasting Dharma, and absolute bliss.",0
1327,Who is God?,"For I am the abode of Brahman, the immortal, immutable, and everlasting Dharma, and absolute bliss.",0
1328,What is God?,"For I am the abode of Brahman, the immortal, immutable, and everlasting Dharma, and absolute bliss.",0
1329,What does the Gita say about the inverted peepul tree?,"The Blessed Lord said: They (the wise) speak of the indestructible peepul tree, with its roots above and branches below, whose leaves are the meters or hymns; he who knows it is a knower of the Vedas.",0
1330,What does the Gita say about the inverted asvattha tree?,"The Blessed Lord said: They (the wise) speak of the indestructible peepul tree, with its roots above and branches below, whose leaves are the meters or hymns; he who knows it is a knower of the Vedas.",0
1331,What does the Krishna say about the asvattha tree?,"Its branches spread below and above, nourished by the Gunas; its buds are sense-objects, and its roots stretch forth below in the world of men, originating action.",0
1332,What is the reference about the asvattha tree in the Gita?,"Its form is not perceived here as such, nor its end, origin, foundation, or resting place; having cut asunder this firmly rooted peepul tree with the strong axe of non-attachment.",0
1333,What is the reference about the peepal tree in the Gita?,"Its form is not perceived here as such, nor its end, origin, foundation, or resting place; having cut asunder this firmly rooted peepul tree with the strong axe of non-attachment.",0
1334,What is the purpose or goal of life?,"Then, that goal should be sought for, to which, having gone, none returns again. I seek refuge in that Primeval Purusha, from whence streamed forth the ancient activity or energy.",0
1335,Is it possible to become completely free of desires?,"Free from pride and delusion, victorious over the evil of attachment, dwelling constantly in the Self, their desires having completely turned away, freed from the pairs of opposites known as pleasure and pain, they, the undeluded, reach the eternal goal.",0
1336,Is it possible to become completely free of dualities of life?,"Free from pride and delusion, victorious over the evil of attachment, dwelling constantly in the Self, their desires having completely turned away, freed from the pairs of opposites known as pleasure and pain, they, the undeluded, reach the eternal goal.",0
1337,What happens to those who reach the supreme abode of God?,"Neither does the sun illuminate there, nor the moon, nor the fire; having gone there, they do not return; that is My supreme abode.",0
1338,Why do human beings feel so attracted by sensual objects?,"An eternal portion of Myself having become a living soul in the world of life, draws to itself the five senses, with the mind as the sixth, abiding in Nature.",0
1339,Does the soul or Self carry the mind with itself after death of the body?,"When the Lord, as the individual soul, obtains a body and when He leaves it, He takes these with Him, just as the wind takes the scents from their seats (flowers, etc.).",0
1340,Why can't all human beings perceive the soul or self?,"The deluded do not see Him who departs, stays, and enjoys; but those who possess the eye of knowledge behold Him.",0
1341,Why can't we perceive the self or soul?,"The yogis striving for perfection behold Him dwelling in the Self; but, the unrefined and unintelligent, even though striving, do not see Him.",0
1342,What is source of nourishment?,"Permeating the earth, I support all beings with My energy; and having become the watery moon, I nourish all herbs.",0
1343,Does the soul or self also play a role in various bodily functions?,"Having become the fire Vaisvanara, I abide in the bodies of living beings and, associated with the Prana and the Apana, digest the fourfold food.",0
1344,Are there two kinds of purushas?,"Two Purushas there are in this world: the perishable and the imperishable. All beings are perishable, and the Kutastha—the unchanging—is called the imperishable.",0
1345,How many kinds of Purushas are there?,"Two Purushas there are in this world: the perishable and the imperishable. All beings are perishable, and the Kutastha—the unchanging—is called the imperishable.",0
1346,Who supports the whole universe?,"But distinct is the Supreme Purusha, called the highest Self, indestructible and Lord, who pervades the three worlds and sustains them.",0
1347,Who is the supreme Purusha?,"But distinct is the Supreme Purusha, called the highest Self, indestructible and Lord, who pervades the three worlds and sustains them.",0
1348,Why is God called purushottama or the supreme person?,"As I transcend the perishable and am even higher than the imperishable, I am declared to be the highest Purusha in the world and in the Vedas.",0
1349,What should be our attitude towards God?,"He who, undeluded, knows Me as the highest Purusha, he, knowing all, worships Me with his whole being (heart), O Arjuna.",0
1350,What is the benefit of learning Gita?,"Thus, I have imparted to you this most secret science, O sinless one; by knowing this, one becomes wise, and all their duties are accomplished, O Arjuna.",0
1351,Why should we learn the Gita?,"Thus, I have imparted to you this most secret science, O sinless one; by knowing this, one becomes wise, and all their duties are accomplished, O Arjuna.",0
1352,What are the qualities of people with a divine nature? ,"The Blessed Lord said: Fearlessness, purity of heart, steadfastness in knowledge and yoga, almsgiving, control of the senses, sacrifice, study of scriptures, austerity, and straightforwardness.",0
1353,What are the qualities of spiritual people? ,"Harmlessness, truth, absence of anger, renunciation, peacefulness, absence of crookedness, compassion for beings, non-covetousness, gentleness, modesty, and absence of fickleness.",0
1354,What are the qualities of people with a spiritual nature?,"Vigor, forgiveness, fortitude, purity, absence of hatred, absence of pride—these belong to one born for a divine state, O Arjuna.",0
1355,What are the qualities of a person of demonic nature?,"Hypocrisy, arrogance, and self-conceit, anger, harshness, and ignorance—these belong to one who is born for a demoniacal state, O Partha.",0
1356,What are the qualities of a person of evil nature?,"Hypocrisy, arrogance, and self-conceit, anger, harshness, and ignorance—these belong to one who is born for a demoniacal state, O Partha.",0
1357,What does demonic nature in a person lead to?,"The divine nature is deemed conducive to liberation, and the demonic to bondage. Grieve not, O Arjuna, for you are born with divine endowments.",0
